NoiseLevel,ClassLabel
55.162745550740574,1.0
43.440927473331016,0.0
67.15761545663341,2.0
61.30165434622169,2.0
64.50678299597526,2.0
65.41671629210721,2.0
56.78206839595249,1.0
67.46510624854378,2.0
51.10412551321254,1.0
39.685672623349014,0.0
49.4260023423627,0.0
46.15116950563141,0.0
62.407166579805576,2.0
60.37334806373169,1.0
65.40070868748435,2.0
69.08520528004291,2.0
45.233890880504404,0.0
62.13864021497547,1.0
71.08067904742477,2.0
44.137562891142245,0.0
48.365620500421905,0.0
57.23564786932897,1.0
49.74107878897631,0.0
61.65740708172015,2.0
67.37655197064821,2.0
68.66648997439701,2.0
58.90754770447514,2.0
60.90107227514899,2.0
37.93589251938035,0.0
64.06674734967146,2.0
67.48563928723237,2.0
70.20431749067944,2.0
65.25667184852541,2.0
60.64168974185197,1.0
40.219188309543824,0.0
39.09931014063252,0.0
54.80757712653504,1.0
66.33044174198926,2.0
64.88674207032074,2.0
37.83817048204807,0.0
64.69127912718261,2.0
50.481185096403195,1.0
47.319813758015556,0.0
46.26993357641076,0.0
51.74416091414808,1.0
63.2199127816881,2.0
51.33077672804873,1.0
64.78287323790063,2.0
68.30871005513477,2.0
51.585344810805694,1.0
66.74606834850992,2.0
63.16313372775693,2.0
52.25340794116117,1.0
54.62923595721264,1.0
51.41381539884809,1.0
53.08210254712693,1.0
40.85042925754516,0.0
71.8060075062374,2.0
65.12215652734076,2.0
42.576079737609795,0.0
55.74124815438145,1.0
64.61088422164072,2.0
44.23453885336062,0.0
47.127535857584256,0.0
57.624083681854174,1.0
63.16229011772994,2.0
43.00530710255698,0.0
64.0471929716506,2.0
57.02591117531968,2.0
39.75122419419571,0.0
69.73499135754481,2.0
60.698335313189254,1.0
64.13731385314524,2.0
66.9972519069404,2.0
66.07820216306614,2.0
55.665555981386426,0.0
68.87832125896823,2.0
54.556880464746946,1.0
41.68991081638662,0.0
39.435106707363644,0.0
65.70481870962945,2.0
62.37992416165,2.0
40.07316862744703,0.0
62.76020582739119,2.0
41.253407813830364,0.0
70.84443006302102,2.0
48.054089706018246,0.0
64.9723819603382,2.0
60.12667688184259,1.0
65.26801167948258,2.0
42.01642400708613,0.0
60.27625657612502,1.0
46.86683915274198,0.0
61.406873921502296,2.0
64.34064747782739,2.0
51.96676939420576,1.0
60.20984121855439,2.0
68.20837313830869,2.0
71.61441326822349,2.0
60.155219808653825,2.0
46.95018264209268,0.0
42.7461080254277,0.0
63.31254817132612,2.0
62.94788725024634,2.0
62.007048179288034,2.0
55.16808384973279,1.0
52.12150435964162,1.0
65.93688992700896,2.0
64.82597008391578,2.0
64.17225968491606,2.0
61.856107252481365,2.0
63.00200550221309,2.0
47.61675196544389,0.0
46.73522803869988,0.0
61.613649297606955,2.0
65.34409719967273,2.0
47.60288134766593,0.0
39.21701046934796,0.0
66.88225492002489,2.0
42.70460396640704,0.0
46.97661176946902,0.0
62.35599272305239,2.0
58.74770499995482,2.0
59.3620276122237,2.0
45.166571141393504,0.0
65.899705137701,2.0
41.86735531837989,0.0
57.21214916786549,1.0
59.24432566871032,2.0
64.77109286277785,2.0
60.80491682644489,2.0
62.741973486157434,2.0
65.16419381386257,2.0
42.01944067163375,0.0
53.667860518123284,1.0
58.48590054570125,1.0
43.00158794302502,0.0
67.89492239516274,2.0
51.08658066014835,1.0
66.83529550842306,2.0
69.99374018715294,2.0
56.43797229506271,2.0
62.23947385842911,2.0
66.9990364878171,2.0
54.2966301502622,1.0
46.285687019397265,0.0
62.90773393917845,2.0
55.299955822639305,1.0
44.460718237438115,0.0
69.04531572592464,2.0
45.88133965420444,0.0
66.16948992696952,2.0
63.573216336417126,2.0
63.310882491639255,2.0
53.501574482932995,1.0
46.36642230350721,0.0
63.5416669800426,2.0
56.003809549801176,1.0
72.18939925864585,2.0
68.01766449214412,2.0
63.87062135564447,2.0
59.16112708789408,1.0
53.586385441218106,1.0
57.939729505838514,2.0
51.50788658215276,1.0
38.51938668478767,0.0
63.7823215721898,2.0
65.06380313709874,2.0
70.80734920113001,2.0
66.13250964348919,2.0
44.24101350427568,0.0
67.87314521338199,2.0
57.340402604777665,2.0
45.81619277129385,0.0
67.67035536319732,2.0
59.87802699787358,2.0
68.96208022839346,2.0
66.17258595191973,2.0
63.561400466709046,2.0
57.19202068440866,1.0
62.86591079620197,1.0
65.63000318788718,2.0
65.85986133391343,2.0
63.408727165971506,2.0
62.056052747121285,2.0
67.87636764319765,2.0
62.03443863597578,2.0
65.24791271794103,2.0
63.34534606717838,2.0
66.65923478798648,2.0
66.15583943783479,2.0
68.59414379667372,2.0
53.23325136898053,1.0
54.06512580076504,1.0
41.60946303132028,0.0
63.46092300017553,2.0
46.30700724734894,0.0
57.62228548956206,1.0
61.80552561109226,2.0
58.01240327237137,1.0
69.69606729622812,2.0
46.43218051601154,0.0
51.501411405566174,0.0
62.31951558560916,2.0
50.68838963197012,1.0
38.83833231289246,0.0
70.18244951574732,2.0
67.26678912706677,2.0
44.807449051722195,0.0
65.96983977062239,2.0
41.101191573433844,0.0
53.47233338281701,0.0
65.44763530519039,2.0
65.37895468467848,2.0
67.51412933406053,2.0
66.66626485655532,2.0
65.77555701010888,2.0
62.261716162166756,2.0
56.63321429744115,1.0
71.51952409796799,2.0
59.66067175492417,1.0
60.51896036655741,1.0
43.22909694959099,0.0
41.57190834379414,0.0
64.5642613269196,2.0
65.19303675866267,2.0
68.79039060640524,2.0
49.13713054264137,1.0
50.29851773207798,0.0
44.452644583328,0.0
53.52124059612341,1.0
61.49396759897326,2.0
59.2674083301683,2.0
67.85154654943636,2.0
55.253980888555965,1.0
60.531444363742466,2.0
60.513715533963804,2.0
63.83680768085052,2.0
70.78166016145467,2.0
54.10074918046554,1.0
39.79296006832063,0.0
54.14872105479098,1.0
64.05525784155095,2.0
35.65771062434266,0.0
44.81191706520196,0.0
44.20001932091304,0.0
47.41172959281935,0.0
71.40497179481896,2.0
68.9025357384141,2.0
54.068542252756735,1.0
41.16688181233621,0.0
63.91437985076841,1.0
55.20513867291552,1.0
45.048252482613364,0.0
54.916428246776896,1.0
55.686185739710105,1.0
64.49992086389231,2.0
63.012776515423006,2.0
43.10562505839663,0.0
54.88653934374371,1.0
63.11752137260966,2.0
62.5306297728839,2.0
65.36868512364698,2.0
64.11673300930909,2.0
50.20998454090515,0.0
35.81677120506434,0.0
68.78109064867853,2.0
49.316565727930275,0.0
57.81756554710409,2.0
63.81289535185859,2.0
63.713291096175816,2.0
50.12423646500272,1.0
62.30556395623535,2.0
51.15285241998885,1.0
71.07004287322192,2.0
68.24128503295162,2.0
59.404796058305905,1.0
67.49994536265197,2.0
61.08884993575225,2.0
43.18300849840775,0.0
46.69524320795696,0.0
40.76642508331265,0.0
47.46989901355085,0.0
44.16748840008178,0.0
63.7015826351802,2.0
47.462837574152005,0.0
56.53897325486524,1.0
63.749576521976046,2.0
49.01603624431143,0.0
61.255086780795,2.0
57.13366353083648,1.0
47.054563025668514,0.0
63.92769967961227,2.0
66.12975792909867,2.0
60.6660154393229,2.0
68.20092348966556,2.0
64.35948021050542,2.0
53.18923434035031,1.0
48.63387455351597,0.0
62.56008188397874,2.0
60.120946948407976,2.0
59.607678365825294,2.0
57.099280051245984,1.0
50.56446261194784,1.0
71.07878536004637,2.0
47.78798497554721,1.0
70.87669724540424,2.0
65.73098594895887,2.0
54.664975952964774,1.0
63.11234491126573,2.0
66.38264805838682,2.0
